time,load actual
2018-03-11,625247.00
2018-03-12,731007.00
2018-03-13,749256.00
2018-03-14,755246.00
2018-03-15,749227.00
2018-03-16,739216.00
2018-03-17,677760.00
2018-03-18,625745.00
2018-03-19,742175.00
2018-03-20,791911.00
2018-03-21,787536.00
2018-03-22,775990.00
2018-03-23,772930.00
2018-03-24,698290.00
2018-03-25,613190.00
2018-03-26,737483.00
2018-03-27,728892.00
2018-03-28,700465.00
2018-03-29,621886.00
2018-03-30,583199.00
2018-03-31,603601.00
2018-04-01,716430.00
2018-04-02,683956.00
2018-04-03,630877.00
2018-04-04,715773.00
2018-04-05,686489.00
2018-04-06,658002.00
2018-04-07,744444.00
2018-04-08,720444.00
2018-04-09,755537.00
2018-04-10,701233.00
2018-04-11,593715.00
2018-04-12,738805.00
2018-04-13,737471.00
2018-04-14,643352.00
2018-04-15,591647.00
2018-04-16,697782.00
2018-04-17,699246.00
2018-04-18,691226.00
2018-04-19,681386.00
2018-04-20,675434.00
2018-04-21,606804.00
2018-04-22,558107.00
2018-04-23,652489.00
2018-04-24,679111.00
2018-04-25,684627.00
2018-04-26,679123.00
2018-04-27,675276.00
2018-04-28,603574.00
2018-04-29,557232.00
2018-04-30,618571.00
2018-05-01,688245.00
2018-05-02,812364.00
2018-05-03,757277.00
2018-05-04,701112.00
2018-05-05,612094.00
2018-05-06,665298.00
2018-05-07,740398.00
2018-05-08,668031.00
2018-05-09,747545.00
2018-05-10,691808.00
2018-05-11,715513.00
2018-05-12,733186.00
2018-05-13,559943.00
2018-05-14,661533.00
2018-05-15,671683.00
2018-05-16,685542.00
2018-05-17,681186.00
2018-05-18,676045.00
2018-05-19,606741.00
2018-05-20,556129.00
2018-05-21,649636.00
2018-05-22,677248.00
2018-05-23,687062.00
2018-05-24,687330.00
2018-05-25,681262.00
2018-05-26,605007.00
2018-05-27,554139.00
2018-05-28,660255.00
2018-05-29,678687.00
2018-05-30,673520.00
2018-05-31,667084.00
2018-06-01,606370.00
2018-06-02,823870.00
2018-06-03,773440.00
2018-06-04,706622.00
2018-06-05,558896.00
2018-06-06,675756.00
2018-06-07,736789.00
2018-06-08,784998.00
2018-06-09,730772.00
2018-06-10,618094.00
2018-06-11,701624.00
2018-06-12,642220.00
2018-06-13,693545.00
2018-06-14,694866.00
2018-06-15,693463.00
2018-06-16,631097.00
2018-06-17,583831.00
2018-06-18,700823.00
2018-06-19,724875.00
2018-06-20,739328.00
2018-06-21,748598.00
2018-06-22,749163.00
2018-06-23,673534.00
2018-06-24,621976.00
2018-06-25,742760.00
2018-06-26,761483.00
2018-06-27,758163.00
2018-06-28,749181.00
2018-06-29,735093.00
2018-06-30,665191.00
2018-07-01,641205.00
2018-07-02,832017.00
2018-07-03,765386.00
2018-07-04,642607.00
2018-07-05,667129.00
2018-07-06,672570.00
2018-07-07,665855.00
2018-07-08,787203.00
2018-07-09,718911.00
2018-07-10,568683.00
2018-07-11,703674.00
2018-07-12,671056.00
2018-07-13,756477.00
2018-07-14,673910.00
2018-07-15,613374.00
2018-07-16,726555.00
2018-07-17,756145.00
2018-07-18,766166.00
2018-07-19,768281.00
2018-07-20,755042.00
2018-07-21,661917.00
2018-07-22,600999.00
2018-07-23,738020.00
2018-07-24,764050.00
2018-07-25,753572.00
2018-07-26,763744.00
2018-07-27,760387.00
2018-07-28,681274.00
2018-07-29,620735.00
2018-07-30,737906.00
2018-07-31,757112.00
2018-08-01,782634.00
2018-08-02,840099.00
2018-08-03,758343.00
2018-08-04,592685.00
2018-08-05,682696.00
2018-08-06,674131.00
2018-08-07,615886.00
2018-08-08,767477.00
2018-08-09,630722.00
2018-08-10,663293.00
2018-08-11,738752.00
2018-08-12,627518.00
2018-08-13,704681.00
2018-08-14,700310.00
2018-08-15,626494.00
2018-08-16,687445.00
2018-08-17,673269.00
2018-08-18,614768.00
2018-08-19,585423.00
2018-08-20,698080.00
2018-08-21,726227.00
2018-08-22,736352.00
2018-08-23,735048.00
2018-08-24,727744.00
2018-08-25,651863.00
2018-08-26,603379.00
2018-08-27,740641.00
2018-08-28,765134.00
2018-08-29,761265.00
2018-08-30,758981.00
2018-08-31,749709.00
2018-09-01,817536.00
2018-09-02,831508.00
2018-09-03,748844.00
2018-09-04,705356.00
2018-09-05,681674.00
2018-09-06,603688.00
2018-09-07,755770.00
2018-09-08,743075.00
2018-09-09,581939.00
2018-09-10,670406.00
2018-09-11,726180.00
2018-09-12,610107.00
2018-09-13,741323.00
2018-09-14,735393.00
2018-09-15,642421.00
2018-09-16,594731.00
2018-09-17,718077.00
2018-09-18,733343.00
2018-09-19,740513.00
2018-09-20,745859.00
2018-09-21,741916.00
2018-09-22,664634.00
2018-09-23,616763.00
2018-09-24,730619.00
2018-09-25,738342.00
2018-09-26,731314.00
2018-09-27,722023.00
2018-09-28,713926.00
2018-09-29,631645.00
2018-09-30,580541.00
2018-10-01,800061.00
2018-10-02,737029.00
2018-10-03,661077.00
2018-10-04,747212.00
2018-10-05,679572.00
2018-10-06,556409.00
2018-10-07,775089.00
2018-10-08,718864.00
2018-10-09,683017.00
2018-10-10,682834.00
2018-10-11,650937.00
2018-10-12,731654.00
2018-10-13,589731.00
2018-10-14,561469.00
2018-10-15,660241.00
2018-10-16,680738.00
2018-10-17,687593.00
2018-10-18,687195.00
2018-10-19,680330.00
2018-10-20,604563.00
2018-10-21,560732.00
2018-10-22,665411.00
2018-10-23,680700.00
2018-10-24,679329.00
2018-10-25,679328.00
2018-10-26,680518.00
2018-10-27,611830.00
2018-10-28,601298.00
2018-10-29,713078.00
2018-10-30,739945.00
2018-10-31,733193.00
2018-11-01,797314.00
2018-11-02,671119.00
2018-11-03,620852.00
2018-11-04,751650.00
2018-11-05,677046.00
2018-11-06,666472.00
2018-11-07,771270.00
2018-11-08,666344.00
2018-11-09,691828.00
2018-11-10,680081.00
2018-11-11,598529.00
2018-11-12,755752.00
2018-11-13,718978.00
2018-11-14,718112.00
2018-11-15,717353.00
2018-11-16,710539.00
2018-11-17,632882.00
2018-11-18,598414.00
2018-11-19,714983.00
2018-11-20,740826.00
2018-11-21,744848.00
2018-11-22,748813.00
2018-11-23,743795.00
2018-11-24,666693.00
2018-11-25,627801.00
2018-11-26,742193.00
2018-11-27,758041.00
2018-11-28,760195.00
2018-11-29,763215.00
2018-11-30,751533.00
2018-12-01,800385.00
2018-12-02,791656.00
2018-12-03,736868.00
2018-12-04,743871.00
2018-12-05,608111.00
2018-12-06,688513.00
2018-12-07,760278.00
2018-12-08,626962.00
2018-12-09,735160.00
2018-12-10,586584.00
2018-12-11,711135.00
2018-12-12,764038.00
2018-12-13,774203.00
2018-12-14,763416.00
2018-12-15,683695.00
2018-12-16,643767.00
2018-12-17,762750.00
2018-12-18,786891.00
2018-12-19,772018.00
2018-12-20,761545.00
2018-12-21,734264.00
2018-12-22,651730.00
2018-12-23,611552.00
2018-12-24,611884.00
2018-12-25,536106.00
2018-12-26,636691.00
2018-12-27,684773.00
2018-12-28,687306.00
2018-12-29,639282.00
2018-12-30,606334.00
2018-12-31,621534.00
